; Units;Ag Compound;Ag Compound Error;Ag Compound Level;Ag Concentration;Ag Error 1s;As Compound;As Compound Error;As Compound Level;As Concentration;As Error 1s;Ba Compound;Ba Compound Error;Ba Compound Level;Ba Concentration;Ba Error 1s;Bi Compound;Bi Compound Error;Bi Compound Level;Bi Concentration;Bi Error 1s;Ca Compound;Ca Compound Error;Ca Compound Level;Ca Concentration;Ca Error 1s;Cd Compound;Cd Compound Error;Cd Compound Level;Cd Concentration;Cd Error 1s;Ce Compound;Ce Compound Error;Ce Compound Level;Ce Concentration;Ce Error 1s;Co Compound;Co Compound Error;Co Compound Level;Co Concentration;Co Error 1s;Collimation Status;Cr Compound;Cr Compound Error;Cr Compound Level;Cr Concentration;Cr Error 1s;Cu Compound;Cu Compound Error;Cu Compound Level;Cu Concentration;Cu Error 1s;Date;Fe Compound;Fe Compound Error;Fe Compound Level;Fe Concentration;Fe Error 1s;Hg Compound;Hg Compound Error;Hg Compound Level;Hg Concentration;Hg Error 1s;Instrument Serial Num;K Compound;K Compound Error;K Compound Level;K Concentration;K Error 1s;La Compound;La Compound Error;La Compound Level;La Concentration;La Error 1s;Latitude;Longitude;Method Name;Mn Compound;Mn Compound Error;Mn Compound Level;Mn Concentration;Mn Error 1s;Mo Compound;Mo Compound Error;Mo Compound Level;Mo Concentration;Mo Error 1s;Nb Compound;Nb Compound Error;Nb Compound Level;Nb Concentration;Nb Error 1s;Nd Compound;Nd Compound Error;Nd Compound Level;Nd Concentration;Nd Error 1s;Ni Compound;Ni Compound Error;Ni Compound Level;Ni Concentration;Ni Error 1s;P Compound;P Compound Error;P Compound Level;P Concentration;P Error 1s;Pb Compound;Pb Compound Error;Pb Compound Level;Pb Concentration;Pb Error 1s;Pr Compound;Pr Compound Error;Pr Compound Level;Pr Concentration;Pr Error 1s;Rb Compound;Rb Compound Error;Rb Compound Level;Rb Concentration;Rb Error 1s;Reading #;S Compound;S Compound Error;S Compound Level;S Concentration;S Error 1s;Sb Compound;Sb Compound Error;Sb Compound Level;Sb Concentration;Sb Error 1s;Se Compound;Se Compound Error;Se Compound Level;Se Concentration;Se Error 1s;Sn Compound;Sn Compound Error;Sn Compound Level;Sn Concentration;Sn Error 1s;Sr Compound;Sr Compound Error;Sr Compound Level;Sr Concentration;Sr Error 1s;Ta Compound;Ta Compound Error;Ta Compound Level;Ta Concentration;Ta Error 1s;Test Label;Th Compound;Th Compound Error;Th Compound Level;Th Concentration;Th Error 1s;Ti Compound;Ti Compound Error;Ti Compound Level;Ti Concentration;Ti Error 1s;Time;U Compound;U Compound Error;U Compound Level;U Concentration;U Error 1s;Unnamed: 0;Unnamed: 11;Unnamed: 12;Unnamed: 177;Unnamed: 197;User Factor Name;V Compound;V Compound Error;V Compound Level;V Concentration;V Error 1s;W Compound;W Compound Error;W Compound Level;W Concentration;W Error 1s;Y Compound;Y Compound Error;Y Compound Level;Y Concentration;Y Error 1s;Zn Compound;Zn Compound Error;Zn Compound Level;Zn Concentration;Zn Error 1s;Zr Compound;Zr Compound Error;Zr Compound Level;Zr Concentration;Zr Error 1s;info
32;ppm;;;;1.0;1.0;;;;8.0;1.0;;;;279.0;8.0;;;;18.0;1.0;;;;4916.0;21.0;;;;0.0;1.0;;;;114.0;31.0;;;;69.0;7.0;No;;;;67.0;1.0;;;;16.0;1.0;20/05/2019;;;;14858.0;40.0;;;;1.0;1.0;801305;;;;16441.0;55.0;;;;41.0;16.0;;;Soil;;;;464.0;2.0;;;;-1.0;2.0;;;;16.0;1.0;;;;-265.0;103.0;;;;23.0;2.0;;;;1906.0;224.0;;;;24.0;1.0;;;;-187.0;43.0;;;;74.0;1.0;34;;;;324.0;29.0;;;;2.0;2.0;;;;0.0;0.0;;;;7.0;2.0;;;;94.0;2.0;;;;17.0;5.0;34;;;;9.0;2.0;;;;3555.0;12.0;14:00:18;;;;2.0;1.0;0;;;;;;;;;52.0;1.0;;;;4.0;1.0;;;;29.0;1.0;;;;63.0;1.0;;;;638.0;6.0;MA_20
3;ppm;;;;-1.0;1.0;;;;6.0;1.0;;;;225.0;8.0;;;;15.0;1.0;;;;9092.0;30.0;;;;0.0;1.0;;;;56.0;30.0;;;;43.0;6.0;No;;;;59.0;1.0;;;;14.0;1.0;15/05/2019;;;;11804.0;33.0;;;;0.0;1.0;801305;;;;11869.0;44.0;;;;21.0;16.0;;;Soil;;;;247.0;2.0;;;;-2.0;1.0;;;;10.0;1.0;;;;-106.0;100.0;;;;17.0;2.0;;;;2221.0;242.0;;;;25.0;1.0;;;;-253.0;41.0;;;;52.0;0.0;6;;;;456.0;30.0;;;;1.0;2.0;;;;0.0;0.0;;;;6.0;2.0;;;;83.0;2.0;;;;11.0;5.0;6;;;;8.0;2.0;;;;2591.0;9.0;13:47:38;;;;3.0;1.0;0;;;;;;;;;40.0;1.0;;;;3.0;1.0;;;;20.0;1.0;;;;55.0;1.0;;;;497.0;5.0;MB_2
4;ppm;;;;0.0;1.0;;;;7.0;1.0;;;;203.0;8.0;;;;13.0;1.0;;;;4228.0;19.0;;;;-1.0;1.0;;;;78.0;30.0;;;;26.0;5.0;No;;;;54.0;1.0;;;;13.0;1.0;15/05/2019;;;;10560.0;30.0;;;;0.0;1.0;801305;;;;12466.0;44.0;;;;9.0;16.0;;;Soil;;;;218.0;2.0;;;;-3.0;1.0;;;;10.0;1.0;;;;-161.0;100.0;;;;15.0;2.0;;;;2614.0;212.0;;;;23.0;1.0;;;;-177.0;41.0;;;;54.0;0.0;7;;;;464.0;28.0;;;;-1.0;2.0;;;;0.0;0.0;;;;1.0;2.0;;;;80.0;2.0;;;;16.0;5.0;7;;;;3.0;2.0;;;;2535.0;9.0;14:03:44;;;;3.0;1.0;0;;;;;;;;;38.0;1.0;;;;3.0;1.0;;;;17.0;1.0;;;;51.0;1.0;;;;516.0;5.0;MB_3
5;ppm;;;;2.0;1.0;;;;5.0;1.0;;;;238.0;8.0;;;;6.0;1.0;;;;2921.0;16.0;;;;1.0;1.0;;;;88.0;31.0;;;;30.0;5.0;No;;;;48.0;1.0;;;;17.0;1.0;15/05/2019;;;;9678.0;29.0;;;;4.0;1.0;801305;;;;11834.0;43.0;;;;32.0;16.0;;;Soil;;;;175.0;1.0;;;;1.0;2.0;;;;10.0;1.0;;;;-80.0;103.0;;;;9.0;2.0;;;;2171.0;199.0;;;;32.0;1.0;;;;-176.0;43.0;;;;58.0;0.0;8;;;;375.0;27.0;;;;-1.0;2.0;;;;0.0;0.0;;;;2.0;2.0;;;;72.0;2.0;;;;14.0;5.0;8;;;;3.0;2.0;;;;2569.0;9.0;14:08:17;;;;2.0;1.0;0;;;;;;;;;35.0;1.0;;;;3.0;1.0;;;;17.0;1.0;;;;59.0;1.0;;;;534.0;5.0;MB_4
8;ppm;;;;-1.0;1.0;;;;7.0;1.0;;;;224.0;8.0;;;;13.0;1.0;;;;4176.0;19.0;;;;0.0;1.0;;;;95.0;31.0;;;;32.0;5.0;No;;;;46.0;1.0;;;;15.0;1.0;15/05/2019;;;;10400.0;30.0;;;;1.0;1.0;801305;;;;11879.0;44.0;;;;8.0;16.0;;;Soil;;;;161.0;1.0;;;;0.0;1.0;;;;10.0;1.0;;;;-93.0;101.0;;;;10.0;2.0;;;;2545.0;214.0;;;;22.0;1.0;;;;-247.0;42.0;;;;54.0;0.0;11;;;;394.0;28.0;;;;3.0;2.0;;;;0.0;0.0;;;;0.0;2.0;;;;69.0;2.0;;;;12.0;5.0;11;;;;9.0;2.0;;;;2652.0;9.0;14:57:42;;;;4.0;1.0;0;;;;;;;;;39.0;1.0;;;;2.0;1.0;;;;19.0;1.0;;;;47.0;1.0;;;;537.0;5.0;MB_6
9;ppm;;;;-1.0;1.0;;;;6.0;1.0;;;;228.0;8.0;;;;12.0;1.0;;;;3534.0;17.0;;;;0.0;1.0;;;;72.0;30.0;;;;27.0;6.0;No;;;;56.0;1.0;;;;13.0;1.0;15/05/2019;;;;12623.0;34.0;;;;1.0;1.0;801305;;;;13059.0;46.0;;;;22.0;16.0;;;Soil;;;;225.0;2.0;;;;1.0;1.0;;;;11.0;1.0;;;;-156.0;101.0;;;;16.0;2.0;;;;2416.0;212.0;;;;24.0;1.0;;;;-100.0;42.0;;;;56.0;0.0;12;;;;425.0;28.0;;;;3.0;2.0;;;;0.0;0.0;;;;6.0;2.0;;;;77.0;2.0;;;;15.0;5.0;12;;;;4.0;2.0;;;;2937.0;10.0;15:04:47;;;;2.0;1.0;0;;;;;;;;;43.0;1.0;;;;5.0;1.0;;;;20.0;1.0;;;;47.0;1.0;;;;516.0;5.0;MB_7
10;ppm;;;;1.0;1.0;;;;7.0;1.0;;;;210.0;8.0;;;;13.0;1.0;;;;2710.0;15.0;;;;1.0;1.0;;;;57.0;30.0;;;;32.0;5.0;No;;;;39.0;1.0;;;;16.0;1.0;15/05/2019;;;;9299.0;27.0;;;;3.0;1.0;801305;;;;11733.0;43.0;;;;10.0;16.0;;;Soil;;;;169.0;1.0;;;;-1.0;1.0;;;;10.0;1.0;;;;-66.0;101.0;;;;9.0;2.0;;;;2340.0;196.0;;;;28.0;1.0;;;;-223.0;42.0;;;;57.0;0.0;13;;;;347.0;26.0;;;;5.0;2.0;;;;0.0;0.0;;;;1.0;2.0;;;;76.0;2.0;;;;17.0;5.0;13;;;;7.0;2.0;;;;2705.0;9.0;15:21:35;;;;6.0;1.0;0;;;;;;;;;36.0;1.0;;;;4.0;1.0;;;;20.0;1.0;;;;48.0;1.0;;;;528.0;5.0;MB_8
12;ppm;;;;0.0;1.0;;;;7.0;1.0;;;;227.0;8.0;;;;9.0;1.0;;;;2548.0;15.0;;;;2.0;1.0;;;;42.0;31.0;;;;16.0;5.0;No;;;;64.0;1.0;;;;21.0;1.0;15/05/2019;;;;10976.0;31.0;;;;5.0;1.0;801305;;;;12523.0;45.0;;;;2.0;16.0;;;Soil;;;;389.0;2.0;;;;5.0;1.0;;;;11.0;1.0;;;;-291.0;101.0;;;;12.0;2.0;;;;2697.0;206.0;;;;34.0;1.0;;;;-171.0;42.0;;;;61.0;0.0;15;;;;266.0;26.0;;;;4.0;2.0;;;;0.0;0.0;;;;3.0;2.0;;;;72.0;2.0;;;;9.0;5.0;15;;;;6.0;2.0;;;;2498.0;9.0;15:38:31;;;;3.0;1.0;0;;;;;;;;;36.0;1.0;;;;1.0;1.0;;;;21.0;1.0;;;;58.0;1.0;;;;489.0;5.0;MB_9
13;ppm;;;;0.0;1.0;;;;7.0;1.0;;;;226.0;8.0;;;;7.0;1.0;;;;;;;;;1.0;1.0;;;;93.0;30.0;;;;25.0;5.0;No;;;;104.0;9.0;;;;17.0;1.0;15/05/2019;;;;9484.0;28.0;;;;5.0;1.0;801305;;;;;;;;;2.0;16.0;;;Soil;;;;274.0;5.0;;;;0.0;1.0;;;;10.0;1.0;;;;-368.0;101.0;;;;11.0;2.0;;;;;;;;;33.0;1.0;;;;-257.0;42.0;;;;55.0;0.0;16;;;;;;;;;1.0;2.0;;;;0.0;0.0;;;;8.0;2.0;;;;68.0;2.0;;;;3.0;5.0;16;;;;3.0;2.0;;;;2554.0;31.0;15:42:30;;;;4.0;1.0;0;;;;;;;;;141.0;13.0;;;;3.0;1.0;;;;16.0;1.0;;;;51.0;1.0;;;;497.0;5.0;MB_10
14;ppm;;;;1.0;1.0;;;;5.0;1.0;;;;238.0;8.0;;;;14.0;1.0;;;;3868.0;18.0;;;;0.0;1.0;;;;60.0;30.0;;;;40.0;6.0;No;;;;48.0;1.0;;;;12.0;1.0;15/05/2019;;;;13856.0;36.0;;;;1.0;1.0;801305;;;;13021.0;46.0;;;;-8.0;15.0;;;Soil;;;;517.0;2.0;;;;0.0;1.0;;;;10.0;1.0;;;;-238.0;99.0;;;;22.0;2.0;;;;1771.0;209.0;;;;24.0;1.0;;;;-240.0;41.0;;;;56.0;0.0;17;;;;310.0;28.0;;;;4.0;2.0;;;;0.0;0.0;;;;6.0;2.0;;;;72.0;2.0;;;;15.0;5.0;17;;;;8.0;2.0;;;;2722.0;10.0;15:45:51;;;;4.0;1.0;0;;;;;;;;;46.0;1.0;;;;3.0;1.0;;;;23.0;1.0;;;;54.0;1.0;;;;469.0;4.0;MB_11
15;ppm;;;;1.0;1.0;;;;8.0;1.0;;;;204.0;8.0;;;;15.0;1.0;;;;2328.0;14.0;;;;0.0;1.0;;;;120.0;30.0;;;;29.0;5.0;No;;;;42.0;1.0;;;;18.0;1.0;15/05/2019;;;;10111.0;29.0;;;;3.0;1.0;801305;;;;12250.0;44.0;;;;33.0;16.0;;;Soil;;;;192.0;1.0;;;;-1.0;1.0;;;;9.0;1.0;;;;-58.0;100.0;;;;14.0;2.0;;;;2012.0;191.0;;;;28.0;1.0;;;;-142.0;41.0;;;;55.0;0.0;18;;;;318.0;26.0;;;;-1.0;2.0;;;;0.0;0.0;;;;0.0;2.0;;;;69.0;2.0;;;;14.0;5.0;18;;;;6.0;2.0;;;;2701.0;9.0;15:50:02;;;;3.0;1.0;0;;;;;;;;;37.0;1.0;;;;0.0;1.0;;;;17.0;1.0;;;;52.0;1.0;;;;547.0;5.0;MB_12
16;ppm;;;;1.0;1.0;;;;5.0;1.0;;;;235.0;8.0;;;;13.0;1.0;;;;6373.0;24.0;;;;1.0;1.0;;;;59.0;30.0;;;;29.0;6.0;No;;;;55.0;1.0;;;;20.0;1.0;15/05/2019;;;;13192.0;35.0;;;;3.0;1.0;801305;;;;13029.0;46.0;;;;26.0;16.0;;;Soil;;;;352.0;2.0;;;;-2.0;1.0;;;;9.0;1.0;;;;-314.0;100.0;;;;18.0;2.0;;;;2988.0;238.0;;;;36.0;1.0;;;;-201.0;41.0;;;;59.0;0.0;19;;;;395.0;29.0;;;;4.0;2.0;;;;0.0;0.0;;;;3.0;2.0;;;;80.0;2.0;;;;11.0;5.0;19;;;;6.0;2.0;;;;2562.0;9.0;15:53:57;;;;5.0;1.0;0;;;;;;;;;42.0;1.0;;;;3.0;1.0;;;;19.0;1.0;;;;73.0;1.0;;;;458.0;4.0;MB_13
17;ppm;;;;1.0;1.0;;;;6.0;1.0;;;;218.0;8.0;;;;11.0;1.0;;;;2310.0;14.0;;;;-1.0;1.0;;;;76.0;31.0;;;;39.0;5.0;No;;;;50.0;1.0;;;;16.0;1.0;15/05/2019;;;;9840.0;29.0;;;;3.0;1.0;801305;;;;12201.0;44.0;;;;-11.0;16.0;;;Soil;;;;261.0;2.0;;;;0.0;1.0;;;;10.0;1.0;;;;-176.0;102.0;;;;9.0;2.0;;;;1865.0;189.0;;;;26.0;1.0;;;;-154.0;42.0;;;;57.0;0.0;20;;;;296.0;25.0;;;;0.0;2.0;;;;0.0;0.0;;;;2.0;2.0;;;;68.0;2.0;;;;16.0;5.0;20;;;;5.0;2.0;;;;2804.0;10.0;15:58:08;;;;3.0;1.0;0;;;;;;;;;39.0;1.0;;;;1.0;1.0;;;;19.0;1.0;;;;55.0;1.0;;;;534.0;5.0;MB_14
18;ppm;;;;0.0;1.0;;;;5.0;1.0;;;;211.0;8.0;;;;12.0;1.0;;;;2779.0;15.0;;;;-1.0;1.0;;;;82.0;30.0;;;;33.0;5.0;No;;;;43.0;1.0;;;;12.0;1.0;15/05/2019;;;;10491.0;29.0;;;;2.0;1.0;801305;;;;10946.0;40.0;;;;7.0;16.0;;;Soil;;;;421.0;2.0;;;;2.0;1.0;;;;10.0;1.0;;;;-231.0;99.0;;;;15.0;2.0;;;;2089.0;194.0;;;;23.0;1.0;;;;-115.0;41.0;;;;48.0;0.0;21;;;;363.0;26.0;;;;5.0;2.0;;;;0.0;0.0;;;;1.0;2.0;;;;71.0;2.0;;;;17.0;5.0;21;;;;2.0;2.0;;;;2621.0;9.0;16:02:06;;;;4.0;1.0;0;;;;;;;;;40.0;1.0;;;;3.0;1.0;;;;18.0;1.0;;;;46.0;1.0;;;;503.0;5.0;MB_15
19;ppm;;;;0.0;1.0;;;;6.0;1.0;;;;222.0;8.0;;;;10.0;1.0;;;;2570.0;15.0;;;;0.0;1.0;;;;98.0;30.0;;;;21.0;6.0;No;;;;45.0;1.0;;;;19.0;1.0;15/05/2019;;;;11849.0;33.0;;;;3.0;1.0;801305;;;;12939.0;46.0;;;;32.0;16.0;;;Soil;;;;309.0;2.0;;;;-3.0;1.0;;;;10.0;1.0;;;;-26.0;100.0;;;;13.0;2.0;;;;2370.0;202.0;;;;27.0;1.0;;;;-128.0;41.0;;;;60.0;0.0;22;;;;305.0;26.0;;;;5.0;2.0;;;;0.0;0.0;;;;3.0;2.0;;;;70.0;2.0;;;;18.0;5.0;22;;;;8.0;2.0;;;;2713.0;9.0;16:05:56;;;;3.0;1.0;0;;;;;;;;;38.0;1.0;;;;2.0;1.0;;;;16.0;1.0;;;;52.0;1.0;;;;514.0;5.0;MB_16
20;ppm;;;;0.0;1.0;;;;5.0;1.0;;;;221.0;8.0;;;;10.0;1.0;;;;2351.0;14.0;;;;-3.0;1.0;;;;51.0;31.0;;;;32.0;5.0;No;;;;47.0;1.0;;;;19.0;1.0;15/05/2019;;;;10799.0;31.0;;;;2.0;1.0;801305;;;;11938.0;43.0;;;;7.0;16.0;;;Soil;;;;335.0;2.0;;;;2.0;1.0;;;;10.0;1.0;;;;-292.0;102.0;;;;12.0;2.0;;;;2219.0;196.0;;;;34.0;1.0;;;;-204.0;42.0;;;;58.0;0.0;23;;;;273.0;25.0;;;;2.0;2.0;;;;0.0;0.0;;;;3.0;2.0;;;;70.0;2.0;;;;12.0;5.0;23;;;;7.0;2.0;;;;2355.0;9.0;16:11:37;;;;2.0;1.0;0;;;;;;;;;35.0;1.0;;;;2.0;1.0;;;;18.0;1.0;;;;47.0;1.0;;;;502.0;5.0;MB_17
21;ppm;;;;0.0;1.0;;;;6.0;0.0;;;;199.0;8.0;;;;15.0;1.0;;;;2984.0;15.0;;;;-1.0;1.0;;;;29.0;30.0;;;;24.0;5.0;No;;;;57.0;1.0;;;;11.0;1.0;15/05/2019;;;;9704.0;28.0;;;;2.0;1.0;801305;;;;10502.0;39.0;;;;9.0;16.0;;;Soil;;;;241.0;2.0;;;;-3.0;1.0;;;;10.0;1.0;;;;-257.0;100.0;;;;14.0;2.0;;;;1713.0;188.0;;;;20.0;1.0;;;;-203.0;41.0;;;;44.0;0.0;24;;;;353.0;26.0;;;;7.0;2.0;;;;0.0;0.0;;;;6.0;2.0;;;;68.0;2.0;;;;21.0;5.0;24;;;;4.0;2.0;;;;2488.0;9.0;16:15:33;;;;3.0;1.0;0;;;;;;;;;38.0;1.0;;;;2.0;1.0;;;;16.0;1.0;;;;46.0;1.0;;;;504.0;5.0;MB_18
22;ppm;;;;0.0;1.0;;;;8.0;1.0;;;;214.0;8.0;;;;10.0;1.0;;;;2570.0;15.0;;;;0.0;1.0;;;;55.0;30.0;;;;19.0;5.0;No;;;;45.0;1.0;;;;16.0;1.0;15/05/2019;;;;10717.0;30.0;;;;1.0;1.0;801305;;;;12246.0;44.0;;;;-4.0;16.0;;;Soil;;;;274.0;2.0;;;;-2.0;1.0;;;;8.0;1.0;;;;-241.0;100.0;;;;12.0;2.0;;;;2859.0;207.0;;;;25.0;1.0;;;;-265.0;42.0;;;;56.0;0.0;25;;;;307.0;26.0;;;;4.0;2.0;;;;0.0;0.0;;;;4.0;2.0;;;;69.0;2.0;;;;8.0;5.0;25;;;;4.0;2.0;;;;2567.0;9.0;16:20:07;;;;2.0;1.0;0;;;;;;;;;39.0;1.0;;;;1.0;1.0;;;;16.0;1.0;;;;52.0;1.0;;;;505.0;5.0;MB_19
23;ppm;;;;1.0;1.0;;;;7.0;1.0;;;;218.0;8.0;;;;10.0;1.0;;;;2698.0;15.0;;;;1.0;1.0;;;;73.0;30.0;;;;30.0;5.0;No;;;;41.0;1.0;;;;18.0;1.0;15/05/2019;;;;10386.0;30.0;;;;1.0;1.0;801305;;;;11739.0;43.0;;;;25.0;16.0;;;Soil;;;;320.0;2.0;;;;-1.0;1.0;;;;10.0;1.0;;;;-194.0;101.0;;;;14.0;2.0;;;;2841.0;206.0;;;;33.0;1.0;;;;-166.0;42.0;;;;56.0;0.0;26;;;;280.0;26.0;;;;7.0;2.0;;;;0.0;0.0;;;;4.0;2.0;;;;72.0;2.0;;;;11.0;5.0;26;;;;6.0;2.0;;;;2463.0;9.0;16:24:26;;;;4.0;1.0;0;;;;;;;;;36.0;1.0;;;;3.0;1.0;;;;17.0;1.0;;;;53.0;1.0;;;;491.0;5.0;MB_20
24;ppm;;;;-1.0;1.0;;;;6.0;1.0;;;;218.0;8.0;;;;13.0;1.0;;;;3916.0;18.0;;;;1.0;1.0;;;;56.0;30.0;;;;27.0;5.0;No;;;;57.0;1.0;;;;18.0;1.0;15/05/2019;;;;10198.0;29.0;;;;2.0;1.0;801305;;;;12078.0;43.0;;;;14.0;16.0;;;Soil;;;;341.0;2.0;;;;1.0;1.0;;;;10.0;1.0;;;;-256.0;99.0;;;;14.0;2.0;;;;3024.0;212.0;;;;27.0;1.0;;;;-224.0;41.0;;;;54.0;0.0;27;;;;389.0;27.0;;;;3.0;2.0;;;;0.0;0.0;;;;6.0;2.0;;;;71.0;2.0;;;;1.0;4.0;27;;;;6.0;2.0;;;;2418.0;9.0;16:29:05;;;;2.0;1.0;0;;;;;;;;;36.0;1.0;;;;0.0;1.0;;;;16.0;1.0;;;;59.0;1.0;;;;488.0;5.0;MB_21
25;ppm;;;;1.0;1.0;;;;5.0;0.0;;;;204.0;8.0;;;;16.0;1.0;;;;3654.0;17.0;;;;0.0;1.0;;;;117.0;29.0;;;;21.0;6.0;No;;;;50.0;1.0;;;;11.0;1.0;15/05/2019;;;;11841.0;32.0;;;;0.0;1.0;801305;;;;10733.0;40.0;;;;35.0;15.0;;;Soil;;;;239.0;2.0;;;;1.0;1.0;;;;9.0;1.0;;;;-368.0;97.0;;;;15.0;2.0;;;;1792.0;198.0;;;;21.0;1.0;;;;-160.0;40.0;;;;46.0;0.0;28;;;;324.0;26.0;;;;0.0;2.0;;;;0.0;0.0;;;;5.0;2.0;;;;66.0;2.0;;;;9.0;5.0;28;;;;4.0;1.0;;;;2258.0;8.0;16:33:15;;;;2.0;1.0;0;;;;;;;;;40.0;1.0;;;;2.0;1.0;;;;16.0;1.0;;;;41.0;1.0;;;;388.0;4.0;MB_22
26;ppm;;;;0.0;1.0;;;;4.0;1.0;;;;210.0;8.0;;;;12.0;1.0;;;;2644.0;14.0;;;;1.0;1.0;;;;129.0;30.0;;;;29.0;5.0;No;;;;38.0;1.0;;;;16.0;1.0;15/05/2019;;;;9830.0;28.0;;;;2.0;1.0;801305;;;;11357.0;41.0;;;;-2.0;16.0;;;Soil;;;;282.0;2.0;;;;2.0;1.0;;;;9.0;1.0;;;;-8.0;101.0;;;;12.0;2.0;;;;2381.0;195.0;;;;30.0;1.0;;;;-124.0;42.0;;;;53.0;0.0;29;;;;284.0;25.0;;;;1.0;2.0;;;;0.0;0.0;;;;5.0;2.0;;;;69.0;2.0;;;;14.0;5.0;29;;;;3.0;2.0;;;;2377.0;9.0;16:37:14;;;;3.0;1.0;0;;;;;;;;;36.0;1.0;;;;0.0;1.0;;;;18.0;1.0;;;;46.0;1.0;;;;500.0;5.0;MB_23
27;ppm;;;;0.0;1.0;;;;4.0;1.0;;;;217.0;8.0;;;;9.0;1.0;;;;4170.0;19.0;;;;0.0;1.0;;;;109.0;31.0;;;;25.0;6.0;No;;;;37.0;1.0;;;;15.0;1.0;15/05/2019;;;;12401.0;34.0;;;;1.0;1.0;801305;;;;12747.0;46.0;;;;-7.0;16.0;;;Soil;;;;221.0;2.0;;;;0.0;1.0;;;;9.0;1.0;;;;-240.0;102.0;;;;17.0;2.0;;;;2060.0;210.0;;;;34.0;1.0;;;;-150.0;42.0;;;;56.0;0.0;30;;;;365.0;28.0;;;;5.0;2.0;;;;0.0;0.0;;;;-2.0;2.0;;;;66.0;2.0;;;;21.0;5.0;30;;;;7.0;2.0;;;;2227.0;8.0;16:41:04;;;;4.0;1.0;0;;;;;;;;;35.0;1.0;;;;2.0;1.0;;;;16.0;1.0;;;;56.0;1.0;;;;416.0;4.0;MB_24
28;ppm;;;;2.0;1.0;;;;6.0;1.0;;;;221.0;8.0;;;;11.0;1.0;;;;3033.0;16.0;;;;1.0;1.0;;;;110.0;30.0;;;;33.0;6.0;No;;;;42.0;1.0;;;;18.0;1.0;15/05/2019;;;;11666.0;32.0;;;;2.0;1.0;801305;;;;11855.0;43.0;;;;21.0;16.0;;;Soil;;;;184.0;1.0;;;;2.0;1.0;;;;10.0;1.0;;;;-367.0;99.0;;;;16.0;2.0;;;;1940.0;196.0;;;;28.0;1.0;;;;-157.0;41.0;;;;55.0;0.0;31;;;;311.0;26.0;;;;3.0;2.0;;;;1.0;0.0;;;;1.0;2.0;;;;72.0;2.0;;;;13.0;5.0;31;;;;8.0;2.0;;;;2583.0;9.0;16:44:56;;;;2.0;1.0;0;;;;;;;;;39.0;1.0;;;;1.0;1.0;;;;17.0;1.0;;;;53.0;1.0;;;;462.0;4.0;MB_25
1;ppm;;;;1.0;1.0;;;;7.0;1.0;;;;191.0;8.0;;;;9.0;1.0;;;;34906.0;93.0;;;;1.0;1.0;;;;70.0;32.0;;;;48.0;7.0;No;;;;57.0;1.0;;;;11.0;1.0;23/05/2019;;;;15779.0;43.0;;;;1.0;1.0;801305;;;;15900.0;57.0;;;;14.0;17.0;;;Soil;;;;227.0;2.0;;;;1.0;1.0;;;;9.0;1.0;;;;-105.0;106.0;;;;22.0;2.0;;;;2236.0;386.0;;;;19.0;1.0;;;;-149.0;44.0;;;;72.0;1.0;3;;;;458.0;40.0;;;;4.0;2.0;;;;0.0;0.0;;;;7.0;2.0;;;;112.0;2.0;;;;9.0;5.0;3;;;;4.0;2.0;;;;2471.0;10.0;10:33:57;;;;0.0;1.0;0;;;;;;;;;43.0;1.0;;;;3.0;1.0;;;;17.0;1.0;;;;56.0;1.0;;;;302.0;4.0;MW_1
2;ppm;;;;1.0;1.0;;;;7.0;0.0;;;;195.0;8.0;;;;12.0;1.0;;;;32459.0;82.0;;;;-1.0;1.0;;;;82.0;30.0;;;;25.0;6.0;No;;;;53.0;1.0;;;;14.0;1.0;23/05/2019;;;;11696.0;32.0;;;;1.0;1.0;801305;;;;14035.0;50.0;;;;9.0;16.0;;;Soil;;;;233.0;2.0;;;;2.0;1.0;;;;7.0;1.0;;;;-288.0;100.0;;;;20.0;2.0;;;;2941.0;359.0;;;;18.0;1.0;;;;-55.0;42.0;;;;60.0;0.0;4;;;;502.0;37.0;;;;5.0;2.0;;;;0.0;0.0;;;;6.0;2.0;;;;122.0;2.0;;;;15.0;5.0;4;;;;6.0;2.0;;;;2269.0;9.0;10:37:44;;;;2.0;1.0;0;;;;;;;;;37.0;1.0;;;;1.0;1.0;;;;15.0;1.0;;;;50.0;1.0;;;;237.0;3.0;MW_2
3;ppm;;;;1.0;1.0;;;;7.0;1.0;;;;189.0;8.0;;;;13.0;1.0;;;;32662.0;85.0;;;;-1.0;1.0;;;;13.0;31.0;;;;27.0;6.0;No;;;;53.0;1.0;;;;14.0;1.0;23/05/2019;;;;14388.0;39.0;;;;0.0;1.0;801305;;;;14809.0;53.0;;;;22.0;16.0;;;Soil;;;;216.0;2.0;;;;2.0;1.0;;;;8.0;1.0;;;;-253.0;103.0;;;;20.0;2.0;;;;1675.0;363.0;;;;16.0;1.0;;;;-137.0;42.0;;;;66.0;0.0;5;;;;378.0;38.0;;;;3.0;2.0;;;;1.0;0.0;;;;2.0;2.0;;;;111.0;2.0;;;;9.0;5.0;5;;;;6.0;2.0;;;;2297.0;9.0;10:41:28;;;;2.0;1.0;0;;;;;;;;;41.0;1.0;;;;1.0;1.0;;;;21.0;1.0;;;;50.0;1.0;;;;265.0;3.0;MW_3
